REC_BH	STATNUM	ORI	BINCIDNO	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	HC_FLAG
BH	50	AK0010100	 	19910430	 	ANCHORAGE	AK	1C	9	4	1	Y	 	3030	020A	 	 	301306	 	38	299455	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	I	I	 	 	 	 	ANCHORAGE	 	 	 	 	 	1
BH	50	AK0010200	 	19910430	 	FAIRBANKS	AK	4	9	4	1	Y	 	3030	020A	 	 	32477	 	258	32505	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	FAIRBANKS	 	 	 	 	 	0
BH	50	AK0010300	 	19910430	 	JUNEAU	AK	4	9	4	1	N	 	3030	020A	 	 	32988	 	 	32946	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	JUNEAU	 	 	 	 	 	0
BH	50	AK0010400	 	19910430	 	KETCHIKAN	AK	6	9	4	1	N	 	3030	020A	 	 	8246	 	 	8305	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	KETCHIKAN	 	 	 	 	 	0
BH	50	AK0010500	 	19910430	 	KODIAK	AK	6	9	4	1	N	 	3030	020A	 	 	6495	 	 	6564	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	KODIAK	 	 	 	 	 	0
BH	50	AK0010600	 	19910430	 	NOME	AK	6	9	4	1	N	 	3030	020A	 	 	3844	 	 	3805	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	NOME	 	 	 	 	 	0
BH	50	AK0010700	 	19910430	 	PETERSBURG	AK	6	9	4	1	N	 	3030	020A	 	 	2912	 	 	2981	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	PETERSBURG	 	 	 	 	 	0
BH	50	AK0010800	 	19910430	 	SEWARD	AK	6	9	4	1	N	 	3030	020A	 	 	2767	 	 	2749	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	SEWARD	 	 	 	 	 	0
BH	50	AK0010900	 	19910430	 	SITKA	AK	6	9	4	1	N	 	3030	020A	 	 	9051	 	 	9093	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	SITKA	 	 	 	 	 	0
BH	50	AK0011000	 	19910430	 	SKAGWAY	AK	7	9	4	1	N	 	3030	020A	 	 	998	 	 	956	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	SKAGWAY	 	 	 	 	 	0
BH	50	AK0011100	 	19910430	 	WRANGELL	AK	7	9	4	1	N	 	3030	020A	 	 	2409	 	 	2414	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	WRANGELL	 	 	 	 	 	0
BH	50	AK0011200	 	19910430	 	VALDEZ	AK	6	9	4	1	N	 	3030	020A	 	 	4032	 	 	4032	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2014	Z	Z	Z	Z	 	 	 	 	VALDEZ	 	 	 	 	 	0
