REC_BH	STATNUM	ORI	BINCIDNO	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	HC_FLAG
BH	50	AK0010100	 	19910430	 	ANCHORAGE	AK	1C	9	4	1	Y	 	3030	020A	 	 	296955	 	38	291826	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	I	I	I	I	 	 	 	 	ANCHORAGE	 	 	 	 	 	1
BH	50	AK0010200	 	19910430	 	FAIRBANKS	AK	4	9	4	1	Y	 	3030	020A	 	 	32089	 	258	31535	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	FAIRBANKS	 	 	 	 	 	0
BH	50	AK0010300	 	19910430	 	JUNEAU	AK	4	9	4	1	N	 	3030	020A	 	 	31825	 	 	31275	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	JUNEAU	 	 	 	 	 	0
BH	50	AK0010400	 	19910430	 	KETCHIKAN	AK	6	9	4	1	N	 	3030	020A	 	 	8192	 	 	8050	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	KETCHIKAN	 	 	 	 	 	0
BH	50	AK0010500	 	19910430	 	KODIAK	AK	6	9	4	1	N	 	3030	020A	 	 	6238	 	 	6130	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	KODIAK	 	 	 	 	 	0
BH	50	AK0010600	 	19910430	 	NOME	AK	6	9	4	1	N	 	3030	020A	 	 	3661	 	 	3598	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	NOME	 	 	 	 	 	0
BH	50	AK0010700	 	19910430	 	PETERSBURG	AK	6	9	4	1	N	 	3030	020A	 	 	3000	 	 	2948	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	PETERSBURG	 	 	 	 	 	0
BH	50	AK0010800	 	19910430	 	SEWARD	AK	6	9	4	1	N	 	3030	020A	 	 	2740	 	 	2693	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	SEWARD	 	 	 	 	 	0
BH	50	AK0010900	 	19910430	 	SITKA	AK	6	9	4	1	N	 	3030	020A	 	 	9037	 	 	8881	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	SITKA	 	 	 	 	 	0
BH	50	AK0011000	 	19910430	 	SKAGWAY	AK	7	9	4	1	N	 	3030	020A	 	 	936	 	 	920	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	2011	 	 	 	 	 	 	 	 	SKAGWAY	 	 	 	 	 	0
